접수일자,제작사,차명,모델년도
2022-04-07,기아주식회사,스포티지 하이브리드,2022
2022-04-07,기아주식회사,스포티지 하이브리드,2022
2022-04-07,기아주식회사,스포티지 하이브리드,2022
2022-04-06,현대자동차(주),쏘나타(SONATA),2015
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,쏘렌토 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,한국토요타자동차(주),렉서스IS250,2006
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,혼다코리아(주),NSS350A,2021
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-06,현대자동차(주),투싼(TUCSON),2019
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,메르세데스벤츠코리아(주),GLC350 e 4Matic,2019
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,현대자동차(주),스타리아 (STARIA),2022
2022-04-06,(주)재규어랜드로버코리아,재규어 XF 20d,2017
2022-04-07,기아주식회사,K8 하이브리드,2022
2022-04-07,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2022-04-07,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2022
2022-04-07,메르세데스벤츠코리아(주),벤츠 S350 d,2019
2022-04-06,기아주식회사,셀토스,2023
2022-04-06,기아주식회사,K8 하이브리드,2022
2022-04-06,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2022
2022-04-06,기아주식회사,K8 하이브리드,2022
2022-04-06,기아주식회사,K8 하이브리드,2022
2022-04-06,기아주식회사,니로 하이브리드,2020
2022-04-06,르노코리아자동차 주식회사,XM3,2020
2022-04-06,기아주식회사,쏘렌토 하이브리드,2021
2022-04-06,기아주식회사,쏘렌토 하이브리드,2021
2022-04-05,현대자동차(주),i 30,2008
2022-04-05,기아주식회사,쏘렌토 하이브리드,2022
2022-04-06,르노코리아자동차 주식회사,SM7,2013
2022-04-06,(주)재규어랜드로버코리아,재규어 XF 20d,2017
2022-04-06,기아주식회사,스포티지,2016
2022-04-06,기아주식회사,K8 하이브리드,2022
2022-04-06,현대자동차(주),스타리아 (STARIA),2022
2022-04-06,기아주식회사,쏘렌토 하이브리드,2022
2022-04-05,기아주식회사,쏘렌토 하이브리드,2021
2022-04-06,한국지엠(주),말리부 2.0 디젤,2015
2022-04-06,르노코리아자동차 주식회사,SM6,2016
2022-04-06,기아주식회사,K8 하이브리드,2022
2022-04-05,기아주식회사,쏘렌토 하이브리드,2021
2022-04-05,(주)대창모터스,다니고밴,2022
2022-04-05,기아주식회사,쏘렌토 하이브리드,2022
2022-04-05,기아주식회사,쏘렌토 하이브리드,2022
2022-04-05,메르세데스벤츠코리아(주),C220 d 4Matic,2019
2022-04-05,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2022-04-05,기아주식회사,쏘렌토 하이브리드,2021
2022-04-05,르노코리아자동차 주식회사,QM3,2015
2022-04-04,(주)재규어랜드로버코리아,재규어 XF 20d,2018
2022-04-05,현대자동차(주),스타리아 (STARIA),2022
2022-04-05,폭스바겐그룹코리아 주식회사,Jetta 1.6 TDI Blue Motion,2014
2022-04-05,한국토요타자동차(주),렉서스 RX450h,2017
2022-04-04,기아주식회사,카니발,2016
2022-04-05,기아주식회사,쏘렌토 하이브리드,2022
2022-04-05,기아주식회사,카니발,2021
2022-04-05,혼다코리아(주),NSS350A,2022
2022-04-05,현대자동차(주),쏘나타 (SONATA),2010
2022-04-05,현대자동차(주),그랜저(GRANDEUR),2014
2022-04-05,현대자동차(주),아슬란(ASLAN),2015
2022-04-05,기아주식회사,K8 하이브리드,2022
2022-04-05,현대자동차(주),싼타페(SANTAFE),2015
2022-04-04,기아주식회사,K8 하이브리드,2022
2022-04-05,혼다코리아(주),ACCORD 2.0T,2019
2022-04-05,(주)재규어랜드로버코리아,레인지로버 이보크 2.0D,2018
2022-04-05,기아주식회사,K8 하이브리드,2022
2022-04-05,메르세데스벤츠코리아(주),C200,2015
2022-04-04,르노코리아자동차 주식회사,SM6,2017
2022-04-05,스텔란티스코리아주식회사,짚 레니게이드,2015
2022-04-04,기아주식회사,K8 하이브리드,2022
2022-04-04,기아주식회사,모하비,2021
2022-04-04,기아주식회사,쏘렌토 하이브리드,2021
2022-04-04,현대자동차(주),투싼(TUCSON),2016
2022-04-04,기아주식회사,K8 하이브리드,2022
2022-04-04,혼다코리아(주),ACCORD HYBRID,2018
2022-04-04,기아주식회사,K7,2016
2022-04-04,기아주식회사,K8 하이브리드,2022
2022-04-04,기아주식회사,쏘렌토 하이브리드,2021
2022-04-04,기아주식회사,쏘렌토 하이브리드,2021
2022-04-04,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2022
2022-04-04,메르세데스벤츠코리아(주),C200 Coupe,2016
2022-04-04,현대자동차(주),싼타페(SANTAFE),2013
2022-04-04,한국지엠(주),아베오 1.6 DOHC,2014
2022-04-04,기아주식회사,스포티지 하이브리드,2022
2022-04-04,포드세일즈서비스코리아(유),Lincoln Aviator 3.0,2022
2022-04-04,현대자동차(주),뉴-카운티 어린이운송차,2022
2022-04-04,기아주식회사,K8 하이브리드,2022
2022-04-04,(주)카인드아크코리아,카인드마스터캠핑카,2020
2022-04-04,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2022-04-04,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2022
2022-04-04,현대자동차(주),그랜저 하이브리드,2019
2022-04-04,기아주식회사,쏘렌토 하이브리드,2021
2022-04-04,한불모터스(주),Peugeot 3008 1.5 BlueHDi,2019
2022-04-04,기아주식회사,쏘렌토 하이브리드,2021
2022-04-04,한국닛산(주),INFINITI QX60 AWD,2018
2022-04-04,기아주식회사,K8 하이브리드,2022
2022-04-04,한불모터스(주),Peugeot 308SW 1.6 Blue-HDi,2016
2022-04-04,기아주식회사,쏘렌토 하이브리드,2021
2022-04-04,기아주식회사,K7,2016
2022-04-01,기아주식회사,봉고Ⅲ 4륜구동,2014
2022-04-04,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2022
2022-04-04,기아주식회사,쏘렌토 하이브리드,2022
2022-04-04,기아주식회사,스포티지 하이브리드,2022
2022-04-01,현대자동차(주),싼타페(SANTAFE),2021
2022-04-04,현대자동차(주),그랜저(GRANDEUR),2011
2022-04-01,지엠대우오토앤테크놀로지(주),CHEVROLET BOLT EV,2018
2022-04-04,기아주식회사,K8 하이브리드,2022
2022-04-04,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2022-04-04,현대자동차(주),그랜저(GRANDEUR),2016
2022-04-04,기아주식회사,K8 하이브리드,2022
2022-04-04,현대자동차(주),GV70,2021
2022-04-04,기아주식회사,쏘렌토 하이브리드,2021
2022-04-04,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2022-04-04,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2022-04-04,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2022
2022-04-04,기아주식회사,쏘렌토 하이브리드,2021
2022-04-04,현대자동차(주),싼타페(SANTAFE),2013
2022-04-04,현대자동차(주),스타리아 (STARIA),2022
2022-04-04,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2022-04-04,한불모터스(주),Peugeot 2008 1.6 Blue-HDi,2016
2022-04-04,기아주식회사,쏘렌토 하이브리드,2022
2022-04-04,현대자동차(주),싼타페(SANTAFE),2015
2022-04-04,기아주식회사,쏘렌토 하이브리드,2022
2022-04-01,기아주식회사,K5 하이브리드,2018
2022-04-01,기아주식회사,쏘렌토 하이브리드,2021
2022-04-01,기아주식회사,K8 하이브리드,2022
2022-04-01,기아주식회사,쏘렌토 하이브리드,2021
2022-04-01,(주)재규어랜드로버코리아,재규어 F-PACE 20d,2017
2022-04-01,현대자동차(주),쏘나타(SONATA) 하이브리드,2014
2022-04-01,기아주식회사,쏘렌토 하이브리드,2021
2022-03-31,기아주식회사,K5,2012
2022-04-01,지엠코리아(주),CADILLAC XT6,2020
2022-04-01,메르세데스벤츠코리아(주),C200K,2008
2022-04-01,기아주식회사,K8 하이브리드,2022
2022-04-01,기아주식회사,K8 하이브리드,2022
2022-04-01,기아주식회사,쏘렌토 하이브리드,2021
2022-03-31,기아주식회사,K8 하이브리드,2022
2022-04-04,한국지엠(주),말리부 2.0 디젤,2014
2022-04-01,기아주식회사,K8 하이브리드,2022
2022-04-01,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2022
2022-04-01,기아주식회사,쏘렌토 하이브리드,2021
2022-03-31,기아주식회사,K5 하이브리드,2013
2022-04-01,기아주식회사,K8 하이브리드,2022
2022-04-01,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2022
2022-04-01,지엠대우오토앤테크놀로지(주),CHEVROLET IMPALA 3.6,2016
2022-04-01,기아주식회사,쏘렌토 하이브리드,2021
2022-04-01,기아주식회사,쏘렌토 하이브리드,2022
2022-04-01,기아주식회사,쏘렌토 하이브리드,2021
2022-04-01,스텔란티스코리아주식회사,짚그랜드체로키,2015
2022-04-01,기아주식회사,스포티지 하이브리드,2022
2022-03-31,기아주식회사,K8 하이브리드,2022
2022-03-31,기아주식회사,스포티지 하이브리드,2022
2022-04-01,비엠더블유코리아(주),BMW 320i,2022
2022-04-01,기아주식회사,스포티지,2022
2022-03-31,기아주식회사,K8 하이브리드,2022
2022-03-31,폭스바겐그룹코리아 주식회사,Polo 5 FL 1.4 TDI BMT,2015
2022-03-31,폭스바겐그룹코리아 주식회사,e-tron Sportback 55 quattro,2022
2022-03-31,기아주식회사,쏘렌토 하이브리드,2021
2022-03-31,현대자동차(주),아반떼 하이브리드(AVANTE HYBRID),2012
2022-03-31,현대자동차(주),쏘나타 (SONATA),2009
2022-03-31,기아주식회사,쏘렌토 하이브리드,2021
2022-03-31,혼다코리아(주),ACCORD HYBRID,2018
2022-03-31,기아주식회사,쏘렌토 하이브리드,2021
2022-03-31,기아주식회사,쏘렌토 하이브리드,2022
2022-03-31,한불모터스(주),Peugeot 2008 1.6 BlueHDi,2017
2022-03-31,현대자동차(주),아이오닉5 (IONIQ5),2022
2022-03-31,기아주식회사,쏘렌토 하이브리드,2021
2022-03-30,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2022-03-31,현대자동차(주),쏘나타(SONATA),2022
2022-03-30,메르세데스벤츠코리아(주),Mercedes-AMG CLA45 4Matic,2018
2022-03-31,기아주식회사,K8 하이브리드,2022
2022-03-31,한국지엠(주),캡티바 2.0 디젤,2016
2022-03-31,기아주식회사,쏘렌토 하이브리드,2021
2022-03-31,기아주식회사,쏘렌토 하이브리드,2021
2022-03-31,현대자동차(주),쏘나타 (SONATA),2010
2022-03-30,스텔란티스코리아주식회사,300C,2010
2022-03-31,기아주식회사,K8 하이브리드,2022
2022-03-31,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2022-03-31,한국지엠(주),말리부 2.0 LPG,2015
2022-03-30,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2022
2022-03-30,폭스바겐그룹코리아 주식회사,Golf 2.0 TDI BMT,2015
2022-03-30,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2016
2022-03-30,기아주식회사,K8 하이브리드,2022
2022-03-30,혼다코리아(주),NSS350A,2022
2022-03-30,기아주식회사,스포티지 하이브리드,2022
2022-03-30,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2017
2022-03-30,기아주식회사,K8 하이브리드,2022
2022-03-30,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2022
2022-03-30,기아주식회사,스포티지 하이브리드,2022
2022-03-29,현대자동차(주),싼타페(SANTAFE),2021
2022-03-30,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2022-03-29,기아주식회사,K5 하이브리드,2021
2022-03-30,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2022-03-30,기아주식회사,K8 하이브리드,2022
2022-03-30,기아주식회사,K8 하이브리드,2022
2022-03-30,기아주식회사,쏘렌토 하이브리드,2022
2022-03-30,기아주식회사,K8 하이브리드,2022
2022-03-30,현대자동차(주),그랜저(GRANDEUR),2010
2022-03-30,기아주식회사,쏘렌토 하이브리드,2021
2022-03-30,기아주식회사,쏘렌토 하이브리드,2021
2022-03-30,기아주식회사,K7,2016
2022-03-30,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2022-03-30,한불모터스(주),Peugeot 308 1.5 BlueHDi,2021
2022-03-29,기아주식회사,쏘렌토 하이브리드,2021
2022-03-30,기아주식회사,쏘렌토 하이브리드,2021
2022-03-30,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2022
2022-03-30,기아주식회사,스포티지 하이브리드,2022
2022-03-30,기아주식회사,스포티지 하이브리드,2022
2022-03-30,혼다코리아(주),ODYSSEY,2019
2022-03-30,기아주식회사,K8 하이브리드,2022
2022-03-29,기아주식회사,스포티지,2022
2022-03-29,기아주식회사,스포티지 하이브리드,2022
2022-03-29,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2022-03-29,기아주식회사,스포티지 하이브리드,2022
2022-03-29,기아주식회사,쏘렌토 하이브리드,2021
2022-03-29,기아주식회사,스포티지 하이브리드,2022
2022-03-29,기아주식회사,K8 하이브리드,2022
2022-03-29,기아주식회사,K8 하이브리드,2022
2022-03-29,현대자동차(주),GV70,2022
2022-03-29,한불모터스(주),Peugeot 308 GT 2.0 Blue-HDi,2016
2022-03-29,현대자동차(주),스타리아 (STARIA),2022
2022-03-29,기아주식회사,스포티지 하이브리드,2022
2022-03-29,기아주식회사,K8 하이브리드,2022
2022-03-29,르노코리아자동차 주식회사,SM6,2016
2022-03-29,한국지엠(주),스파크 1.0,2022
2022-03-29,기아주식회사,쏘렌토 하이브리드,2022
2022-03-29,현대자동차(주),싼타페(SANTAFE),2021
2022-03-29,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2022-03-29,기아주식회사,쏘렌토 하이브리드,2022
2022-03-29,현대자동차(주),제네시스(GENESIS),2008
2022-03-28,기아주식회사,쏘렌토 하이브리드,2021
2022-03-29,한국지엠(주),말리부 2.0 TURBO,2017
2022-03-29,(주)재규어랜드로버코리아,디스커버리 TD6,2018
2022-03-29,폭스바겐그룹코리아 주식회사,Golf 2.0 TDI BMT,2015
2022-03-28,기아주식회사,쏘렌토 하이브리드,2021
2022-03-28,기아주식회사,쏘렌토 하이브리드,2021
2022-03-29,기아주식회사,그랜드 카니발,2007
2022-03-28,기아주식회사,쏘렌토 하이브리드,2021
2022-03-29,기아주식회사,K8 하이브리드,2022
2022-03-29,기아주식회사,쏘렌토 하이브리드,2021
2022-03-29,폭스바겐그룹코리아 주식회사,Golf 2.0 TDI BMT,2015
2022-03-29,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2022
2022-03-29,기아주식회사,K7,2015
2022-03-29,기아주식회사,스포티지 하이브리드,2022
2022-03-29,한불모터스(주),Peugeot 308SW 1.6 Blue-HDi,2015
2022-03-29,기아주식회사,쏘렌토 하이브리드,2021
2022-03-29,기아주식회사,K8 하이브리드,2022
2022-03-29,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2022-03-29,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2022
2022-03-28,기아주식회사,K3,2015
2022-03-29,메르세데스벤츠코리아(주),Mercedes-Benz GLA220,2021
2022-03-29,기아주식회사,K8 하이브리드,2022
2022-03-29,현대자동차(주),그랜저(GRANDEUR),2020
2022-03-28,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2022
2022-03-29,기아주식회사,K8 하이브리드,2022
2022-03-28,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2022-03-28,명원아이앤씨(주),FLETA,2021
2022-03-29,기아주식회사,쏘렌토 하이브리드,2022
2022-03-29,기아주식회사,K8 하이브리드,2022
2022-03-28,(주)대창모터스,다니고밴,2021
2022-03-29,기아주식회사,쏘렌토 하이브리드,2021
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-29,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2022
2022-03-29,기아주식회사,K8 하이브리드,2022
2022-03-28,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2022-03-28,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2022
2022-03-28,혼다코리아(주),NSS350A,2021
2022-03-28,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2022
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,현대자동차(주),GV70,2021
2022-03-28,기아주식회사,쏘렌토 하이브리드,2021
2022-03-28,현대자동차(주),GV70,2022
2022-03-28,한불모터스(주),Peugeot 3008 1.6 BlueHDi,2017
2022-03-28,기아주식회사,쏘렌토 하이브리드,2021
2022-03-28,기아주식회사,K7,2016
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,기아주식회사,쏘렌토 하이브리드,2022
2022-03-28,기아주식회사,쏘렌토 하이브리드,2022
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,기아주식회사,쏘렌토 하이브리드,2022
2022-03-28,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2022-03-28,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,기아주식회사,쏘렌토 하이브리드,2022
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2022
2022-03-28,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2022-03-28,폭스바겐그룹코리아 주식회사,Passat 2.0 TSI,2018
2022-03-28,기아주식회사,쏘렌토 하이브리드,2021
2022-03-28,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2022
2022-03-28,기아주식회사,스포티지 하이브리드,2022
2022-03-28,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2022
2022-03-28,현대자동차(주),싼타페(SANTAFE),2013
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,기아주식회사,쏘렌토 하이브리드,2022
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2022
2022-03-28,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2022-03-28,현대자동차(주),아이오닉5 (IONIQ5),2022
2022-03-28,기아주식회사,쏘렌토 하이브리드,2021
2022-03-28,기아주식회사,쏘렌토 하이브리드,2021
2022-03-28,현대자동차(주),쏘나타(SONATA),2020
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,현대자동차(주),싼타페(SANTAFE),2015
2022-03-28,현대자동차(주),싼타페(SANTAFE),2015
2022-03-28,기아주식회사,쏘렌토 하이브리드,2021
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,한불모터스(주),Peugeot 5008 1.5 BlueHDi,2021
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2022-03-28,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2022-03-28,기아주식회사,쏘렌토 하이브리드,2021
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,기아주식회사,쏘렌토 하이브리드,2021
2022-03-28,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2018
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,기아주식회사,K7,2015
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2022-03-28,쌍용자동차(주),코란도C,2013
2022-03-28,주식회사 쎄보모빌리티,CEVO-C,2020
2022-03-28,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2022-03-28,기아주식회사,쏘렌토 하이브리드,2022
2022-03-28,혼다코리아(주),ACCORD 1.5T,2018
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2022
2022-03-28,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2022
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,폭스바겐그룹코리아 주식회사,Passat 2.0 TDI,2015
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,기아주식회사,쏘렌토 하이브리드,2021
2022-03-28,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2022
2022-03-28,기아주식회사,쏘렌토 하이브리드,2021
2022-03-28,기아주식회사,쏘렌토 하이브리드,2022
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,기아주식회사,쏘렌토 하이브리드,2021
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-25,기아주식회사,쏘렌토 하이브리드,2021
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-25,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2022
2022-03-25,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2022
2022-03-28,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2022
2022-03-28,기아주식회사,쏘렌토 하이브리드,2021
2022-03-28,기아주식회사,쏘렌토 하이브리드,2021
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,기아주식회사,쏘렌토 하이브리드,2022
2022-03-25,(주)재규어랜드로버코리아,레인지로버 스포츠 3.0D,2011
2022-03-28,기아주식회사,쏘렌토 하이브리드,2021
2022-03-28,기아주식회사,쏘렌토 하이브리드,2021
2022-03-28,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2022-03-28,지엠대우오토앤테크놀로지(주),CHEVROLET COLORADO AWD,2022
2022-03-28,기아주식회사,쏘렌토 하이브리드,2021
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,기아주식회사,쏘렌토 하이브리드,2022
2022-03-28,혼다코리아(주),ACCORD HYBRID,2018
2022-03-28,기아주식회사,쏘렌토 하이브리드,2021
2022-03-28,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2022-03-28,기아주식회사,쏘렌토 하이브리드,2022
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,기아주식회사,쏘렌토 하이브리드,2021
2022-03-28,기아주식회사,쏘렌토 하이브리드,2022
2022-03-28,기아주식회사,쏘렌토 하이브리드,2022
2022-03-28,기아주식회사,쏘렌토 하이브리드,2021
2022-03-28,기아주식회사,쏘렌토 하이브리드,2021
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,현대자동차(주),아반떼 (AVANTE),2012
2022-03-28,기아주식회사,쏘렌토 하이브리드,2021
2022-03-28,기아주식회사,쏘렌토 하이브리드,2021
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,기아주식회사,쏘렌토 하이브리드,2021
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,기아주식회사,쏘렌토 하이브리드,2022
2022-03-28,기아주식회사,쏘렌토 하이브리드,2022
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,혼다코리아(주),NSS300A,2019
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-28,기아주식회사,K8 하이브리드,2022
2022-03-25,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2016
2022-03-25,기아주식회사,K8 하이브리드,2022
2022-03-25,기아주식회사,쏘렌토 하이브리드,2021
2022-03-25,기아주식회사,쏘렌토 하이브리드,2022
2022-03-25,기아주식회사,K8 하이브리드,2022
2022-03-25,기아주식회사,K8 하이브리드,2022
2022-03-25,기아주식회사,K8 하이브리드,2022
2022-03-25,기아주식회사,쏘렌토 하이브리드,2021
2022-03-25,기아주식회사,쏘렌토 하이브리드,2022
2022-03-25,기아주식회사,쏘렌토 하이브리드,2022
2022-03-25,기아주식회사,K8 하이브리드,2022
2022-03-25,혼다코리아(주),WW125A,2021
2022-03-25,기아주식회사,쏘렌토 하이브리드,2021
2022-03-25,기아주식회사,쏘렌토 하이브리드,2021
2022-03-25,기아주식회사,K8 하이브리드,2022
2022-03-25,기아주식회사,쏘렌토 하이브리드,2021
2022-03-25,기아주식회사,쏘렌토 하이브리드,2022
2022-03-25,기아주식회사,쏘렌토 하이브리드,2021
2022-03-25,기아주식회사,쏘렌토 하이브리드,2021
2022-03-25,폭스바겐그룹코리아 주식회사,A6 40 TDI,2020
2022-03-25,기아주식회사,쏘렌토 하이브리드,2021
2022-03-24,(주)한성특장,한성9.5톤카고,2022
2022-03-25,(주)재규어랜드로버코리아,재규어 XE 2.0D,2016
2022-03-25,기아주식회사,쏘렌토 하이브리드,2021
2022-03-25,현대자동차(주),아이오닉5 (IONIQ5),2022
2022-03-25,기아주식회사,K8 하이브리드,2022
2022-03-25,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2022-03-25,기아주식회사,쏘렌토 하이브리드,2021
2022-03-25,기아주식회사,쏘렌토 하이브리드,2021
2022-03-25,현대자동차(주),스타리아 (STARIA),2022
