,제작사,차명,모델년도,리콜개시일,계절,월별
317,만트럭버스코리아(주),TGX,2020,2022-01-17,Winter,Jan
318,폭스바겐그룹코리아 주식회사,Q7 35 TDI quattro,2016.0,2022-01-17,Winter,Jan
319,만트럭버스코리아(주),TGS,2021,2022-01-17,Winter,Jan
320,만트럭버스코리아(주),TGS,2021,2022-01-17,Winter,Jan
321,기아주식회사,쏘렌토,2017.0,2022-01-17,Winter,Jan
322,만트럭버스코리아(주),TGS,2021,2022-01-17,Winter,Jan
323,만트럭버스코리아(주),TGS,2020,2022-01-17,Winter,Jan
324,만트럭버스코리아(주),TGS,2020,2022-01-17,Winter,Jan
325,만트럭버스코리아(주),TGS,2019,2022-01-17,Winter,Jan
326,만트럭버스코리아(주),TGS,2020,2022-01-17,Winter,Jan
327,만트럭버스코리아(주),TGS,2020,2022-01-17,Winter,Jan
328,포르쉐코리아 주식회사,파나메라,2021,2022-01-17,Winter,Jan
329,포르쉐코리아 주식회사,카이엔,2021,2022-01-17,Winter,Jan
330,포르쉐코리아 주식회사,911 카레라,2021,2022-01-17,Winter,Jan
331,현대자동차(주),쏘나타 하이브리드 (SONATA HYBRID),2020.0,2022-01-17,Winter,Jan
332,현대자동차(주),스타리아 (STARIA),2022.0,2022-01-17,Winter,Jan
333,기아주식회사,K5,2011.0,2022-01-17,Winter,Jan
334,기아주식회사,K7,2017.0,2022-01-17,Winter,Jan
335,현대자동차(주),스타리아 라운지 (STARIA LOUNGE),2022.0,2022-01-17,Winter,Jan
336,르노코리아자동차 주식회사,SM6,2016.0,2022-01-17,Winter,Jan
337,현대자동차(주),스타리아 라운지 (STARIA LOUNGE),2022.0,2022-01-17,Winter,Jan
338,주식회사 천하,천하사다리차,2021.0,2022-01-17,Winter,Jan
339,기아주식회사,니로 하이브리드,2018.0,2022-01-17,Winter,Jan
340,기아주식회사,쏘렌토,2015.0,2022-01-17,Winter,Jan
341,기아주식회사,쏘렌토 하이브리드,2021.0,2022-01-17,Winter,Jan
342,폭스바겐그룹코리아 주식회사,Golf 2.0 TDI BMT,2016.0,2022-01-17,Winter,Jan
343,현대자동차(주),투싼(TUCSON),2017.0,2022-01-17,Winter,Jan
344,현대자동차(주),스타리아 (STARIA),2022.0,2022-01-17,Winter,Jan
345,현대자동차(주),스타리아 라운지 (STARIA LOUNGE),2022.0,2022-01-17,Winter,Jan
346,현대자동차(주),스타리아 라운지 (STARIA LOUNGE),2022.0,2022-01-17,Winter,Jan
347,기아주식회사,K5,2011.0,2022-01-17,Winter,Jan
348,메르세데스벤츠코리아(주),E300,2014.0,2022-01-17,Winter,Jan
349,현대자동차(주),쏘나타(SONATA),2020.0,2022-01-17,Winter,Jan
350,현대자동차(주),싼타페(SANTAFE),2013.0,2022-01-17,Winter,Jan
351,한국지엠(주),크루즈 1.8 DOHC,2012.0,2022-01-17,Winter,Jan
352,폭스바겐그룹코리아 주식회사,A6 45 TFSI,2021.0,2022-01-17,Winter,Jan
353,현대자동차(주),맥스크루즈 (MAXCRUZ),2017.0,2022-01-17,Winter,Jan
354,현대자동차(주),스타리아 (STARIA),2022.0,2022-01-17,Winter,Jan
355,현대자동차(주),스타리아 (STARIA),2022.0,2022-01-17,Winter,Jan
356,현대자동차(주),스타리아 (STARIA),2022.0,2022-01-17,Winter,Jan
357,현대자동차(주),스타리아 라운지 (STARIA LOUNGE),2022.0,2022-01-17,Winter,Jan
358,현대자동차(주),스타리아 라운지 (STARIA LOUNGE),2022.0,2022-01-17,Winter,Jan
359,현대자동차(주),스타리아 (STARIA),2022.0,2022-01-17,Winter,Jan
360,현대자동차(주),맥스크루즈 (MAXCRUZ),2014.0,2022-01-17,Winter,Jan
361,기아주식회사,모하비,2015.0,2022-01-17,Winter,Jan
362,현대자동차(주),스타리아 라운지 (STARIA LOUNGE),2022.0,2022-01-17,Winter,Jan
363,현대자동차(주),스타리아 (STARIA),2022.0,2022-01-17,Winter,Jan
364,주식회사 마이브,마이브M1,2020,2022-01-18,Winter,Jan
365,비엠더블유코리아(주),BMW i3 120Ah LUX,2019.0,2022-01-18,Winter,Jan
366,비엠더블유코리아(주),BMW 528i,2010.0,2022-01-18,Winter,Jan
367,현대자동차(주),스타리아 (STARIA),2022.0,2022-01-18,Winter,Jan
368,현대자동차(주),넥쏘 (NEXO) 수소전기차,2020.0,2022-01-18,Winter,Jan
369,르노코리아자동차 주식회사,SM6,2016.0,2022-01-18,Winter,Jan
370,기아주식회사,모하비,2021.0,2022-01-18,Winter,Jan
371,현대자동차(주),스타리아 (STARIA),2022.0,2022-01-18,Winter,Jan
372,현대자동차(주),스타리아 라운지 (STARIA LOUNGE),2022.0,2022-01-18,Winter,Jan
373,기아주식회사,그랜드 카니발,2008.0,2022-01-18,Winter,Jan
374,기아주식회사,K5,2021.0,2022-01-18,Winter,Jan
375,기아주식회사,K7,2016.0,2022-01-18,Winter,Jan
376,현대자동차(주),스타리아 라운지 (STARIA LOUNGE),2022.0,2022-01-18,Winter,Jan
377,현대자동차(주),맥스크루즈 (MAXCRUZ),2016.0,2022-01-18,Winter,Jan
378,현대자동차(주),스타리아 라운지 (STARIA LOUNGE),2022.0,2022-01-18,Winter,Jan
379,기아주식회사,쏘렌토,2016.0,2022-01-18,Winter,Jan
380,폭스바겐그룹코리아 주식회사,A6 40 TDI quattro,2016.0,2022-01-18,Winter,Jan
381,스텔란티스코리아주식회사,짚랭글러 3.6 스포츠,2017.0,2022-01-18,Winter,Jan
382,기아주식회사,그랜드 카니발,2008.0,2022-01-18,Winter,Jan
383,기아주식회사,그랜드 카니발,2009.0,2022-01-18,Winter,Jan
384,현대자동차(주),쏘나타(SONATA),2020.0,2022-01-18,Winter,Jan
385,폭스바겐그룹코리아 주식회사,e-tron 55 quattro,2022.0,2022-01-18,Winter,Jan
386,기아주식회사,그랜드 카니발,2009.0,2022-01-18,Winter,Jan
387,폭스바겐그룹코리아 주식회사,Arteon 2.0 TDI,2020.0,2022-01-18,Winter,Jan
388,기아주식회사,모하비,2021.0,2022-01-18,Winter,Jan
389,폭스바겐그룹코리아 주식회사,A6 45 TFSI,2021.0,2022-01-18,Winter,Jan
390,기아주식회사,그랜드 카니발,2010.0,2022-01-18,Winter,Jan
391,현대자동차(주),스타리아 (STARIA),2022.0,2022-01-18,Winter,Jan
392,기아주식회사,그랜드 카니발,2009.0,2022-01-18,Winter,Jan
393,기아주식회사,K5,2020.0,2022-01-18,Winter,Jan
394,비엠더블유코리아(주),BMW 520d,2017.0,2022-01-19,Winter,Jan
395,현대자동차(주),아이오닉5(IONIQ5),2022.0,2022-01-19,Winter,Jan
396,현대자동차(주),그랜저(GRANDEUR),2016.0,2022-01-19,Winter,Jan
397,비엠더블유코리아(주),BMW 520d,2017.0,2022-01-19,Winter,Jan
398,(주)재규어랜드로버코리아,디스커버리 SD4,2017.0,2022-01-19,Winter,Jan
399,현대자동차(주),스타리아 (STARIA),2022.0,2022-01-19,Winter,Jan
400,현대자동차(주),i30,2018.0,2022-01-19,Winter,Jan
401,기아주식회사,그랜드 카니발,2010.0,2022-01-19,Winter,Jan
402,기아주식회사,K5 하이브리드,2020.0,2022-01-19,Winter,Jan
403,현대자동차(주),맥스크루즈 (MAXCRUZ),2014.0,2022-01-19,Winter,Jan
404,한불모터스(주),Peugeot 508 1.6 BlueHDi,2017.0,2022-01-19,Winter,Jan
405,현대자동차(주),넥쏘 (NEXO) 수소전기차,2019.0,2022-01-19,Winter,Jan
406,현대자동차(주),그랜저(GRANDEUR) 하이브리드,2015.0,2022-01-19,Winter,Jan
407,메르세데스벤츠코리아(주),GLK220 CDI 4Matic,2010.0,2022-01-19,Winter,Jan
408,현대자동차(주),스타리아 (STARIA),2022.0,2022-01-19,Winter,Jan
409,기아주식회사,K7,2016.0,2022-01-19,Winter,Jan
410,현대자동차(주),쏘나타(SONATA),2020.0,2022-01-19,Winter,Jan
411,폭스바겐그룹코리아 주식회사,Q5 45 TFSI quattro,2021.0,2022-01-19,Winter,Jan
412,스텔란티스코리아주식회사,짚 체로키 2.4,2019.0,2022-01-19,Winter,Jan
413,비엠더블유코리아(주),BMW 520d,2017.0,2022-01-19,Winter,Jan
414,포드세일즈서비스코리아(유),Mondeo 2.0,2015.0,2022-01-19,Winter,Jan
415,비엠더블유코리아(주),BMW 520d,2017.0,2022-01-19,Winter,Jan
416,현대자동차(주),스타리아 (STARIA),2022.0,2022-01-19,Winter,Jan
417,비엠더블유코리아(주),BMW 520d,2013.0,2022-01-20,Winter,Jan
418,현대자동차(주),맥스크루즈 (MAXCRUZ),2014.0,2022-01-20,Winter,Jan
419,지엠대우오토앤테크놀로지(주),CHEVROLET TRAVERSE AWD,2020.0,2022-01-20,Winter,Jan
420,포르쉐코리아 주식회사,파나메라,2021,2022-01-20,Winter,Jan
421,기아주식회사,K7,2017.0,2022-01-20,Winter,Jan
422,포르쉐코리아 주식회사,카이엔,2021,2022-01-20,Winter,Jan
423,(주)볼보자동차코리아,볼보 V60CCT5 AWD,2016.0,2022-01-20,Winter,Jan
424,현대자동차(주),스타리아 라운지 (STARIA LOUNGE),2022.0,2022-01-20,Winter,Jan
425,현대자동차(주),스타리아 (STARIA),2022.0,2022-01-20,Winter,Jan
426,현대자동차(주),포터Ⅱ (PORTERⅡ),2022.0,2022-01-20,Winter,Jan
427,기아주식회사,카니발 리무진,2022.0,2022-01-20,Winter,Jan
428,비엠더블유코리아(주),BMW 640d xDrive Gran Coupe,2016.0,2022-01-20,Winter,Jan
429,현대자동차(주),싼타페 (TM PE),2021,2022-01-20,Winter,Jan
430,현대자동차(주),싼타페 하이브리드 (TM PE HEV),2021,2022-01-20,Winter,Jan
431,기아주식회사,K5,2011.0,2022-01-20,Winter,Jan
432,포드세일즈서비스코리아(유),Explorer 3.0 PHEV,2021.0,2022-01-20,Winter,Jan
433,폭스바겐그룹코리아 주식회사,A6 40 TDI quattro,2016.0,2022-01-20,Winter,Jan
434,폭스바겐그룹코리아 주식회사,Golf 2.0 TDI BMT,2015.0,2022-01-20,Winter,Jan
435,현대자동차(주),싼타페(SANTAFE),2021.0,2022-01-20,Winter,Jan
436,한국지엠(주),말리부 1.5 TURBO,2017.0,2022-01-20,Winter,Jan
437,포르쉐코리아 주식회사,911 카레라,2021,2022-01-20,Winter,Jan
438,기아주식회사,스포티지,2017.0,2022-01-20,Winter,Jan
439,포르쉐코리아 주식회사,타이칸,2021,2022-01-20,Winter,Jan
440,현대자동차(주),스타리아 (STARIA),2022.0,2022-01-20,Winter,Jan
441,(주)대창모터스,다니고밴,2021.0,2022-01-20,Winter,Jan
442,기아주식회사,스팅어,2018.0,2022-01-21,Winter,Jan
443,혼다코리아(주),ODYSSEY,2019.0,2022-01-21,Winter,Jan
444,메르세데스벤츠코리아(주),Mercedes-Benz E 250,2020.0,2022-01-21,Winter,Jan
445,기아주식회사,쏘렌토,2015.0,2022-01-21,Winter,Jan
446,(주)재규어랜드로버코리아,레인지로버 4.4D,2016.0,2022-01-21,Winter,Jan
447,기아주식회사,그랜드 카니발,2009.0,2022-01-21,Winter,Jan
448,디앤에이모터스 주식회사,EM-1S,2021.0,2022-01-21,Winter,Jan
449,기아주식회사,카니발,2019.0,2022-01-21,Winter,Jan
450,현대자동차(주),그랜저(GRANDEUR),2018.0,2022-01-21,Winter,Jan
451,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2018.0,2022-01-21,Winter,Jan
452,(주)재규어랜드로버코리아,재규어 XF 20d,2017.0,2022-01-21,Winter,Jan
453,현대자동차(주),스타리아 (STARIA),2022.0,2022-01-21,Winter,Jan
454,현대자동차(주),스타리아 라운지 (STARIA LOUNGE),2022.0,2022-01-21,Winter,Jan
455,메르세데스벤츠코리아(주),E300,2017.0,2022-01-21,Winter,Jan
456,기아주식회사,K7,2017.0,2022-01-21,Winter,Jan
457,현대자동차(주),스타리아 라운지 (STARIA LOUNGE),2022.0,2022-01-21,Winter,Jan
458,현대자동차(주),스타리아 라운지 (STARIA LOUNGE),2022.0,2022-01-21,Winter,Jan
459,기아주식회사,K5,2014.0,2022-01-21,Winter,Jan
460,현대자동차(주),싼타페(SANTAFE),2021.0,2022-01-21,Winter,Jan
461,현대자동차(주),스타리아 라운지 (STARIA LOUNGE),2022.0,2022-01-21,Winter,Jan
462,만트럭버스코리아(주),TGX,2021,2022-01-21,Winter,Jan
463,만트럭버스코리아(주),TGX,2021,2022-01-21,Winter,Jan
464,만트럭버스코리아(주),TGX,2021,2022-01-21,Winter,Jan
465,만트럭버스코리아(주),TGX,2021,2022-01-21,Winter,Jan
466,만트럭버스코리아(주),TGX,2021,2022-01-21,Winter,Jan
467,현대자동차(주),그랜저(GRANDEUR),2019.0,2022-01-24,Winter,Jan
468,현대자동차(주),싼타페(SANTAFE),2019.0,2022-01-24,Winter,Jan
469,기아주식회사,K7,2017.0,2022-01-24,Winter,Jan
470,현대자동차(주),넥쏘 (NEXO) 수소전기차,2021.0,2022-01-24,Winter,Jan
471,폭스바겐그룹코리아 주식회사,Q8 55 TFSI quattro,2021.0,2022-01-24,Winter,Jan
472,기아주식회사,K7,2016.0,2022-01-24,Winter,Jan
473,기아주식회사,카니발,2021.0,2022-01-24,Winter,Jan
474,기아주식회사,스팅어,2019.0,2022-01-24,Winter,Jan
475,현대자동차(주),아반떼 스포츠(AVANTE SPORT),2018.0,2022-01-24,Winter,Jan
476,기아주식회사,스팅어,2018.0,2022-01-24,Winter,Jan
477,폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI BMT,2016.0,2022-01-24,Winter,Jan
478,메르세데스벤츠코리아(주),E300 4Matic,2014.0,2022-01-24,Winter,Jan
479,기아주식회사,스팅어,2018.0,2022-01-24,Winter,Jan
480,현대자동차(주),그랜저(GRANDEUR),2019.0,2022-01-24,Winter,Jan
481,현대자동차(주),스타리아 (STARIA),2022.0,2022-01-24,Winter,Jan
482,폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI Blue Motion,2015.0,2022-01-24,Winter,Jan
483,폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI Blue Motion,2015.0,2022-01-24,Winter,Jan
484,기아주식회사,스팅어,2020.0,2022-01-24,Winter,Jan
485,(주)재규어랜드로버코리아,재규어 XE 2.0D,2016.0,2022-01-24,Winter,Jan
486,현대자동차(주),쏘나타(SONATA),2022.0,2022-01-24,Winter,Jan
487,현대자동차(주),맥스크루즈 (MAXCRUZ),2014.0,2022-01-24,Winter,Jan
488,현대자동차(주),스타리아 (STARIA),2022.0,2022-01-24,Winter,Jan
489,쌍용자동차(주),코란도,2021.0,2022-01-24,Winter,Jan
490,현대자동차(주),EQ900,2016.0,2022-01-24,Winter,Jan
491,현대자동차(주),맥스크루즈 (MAXCRUZ),2018.0,2022-01-24,Winter,Jan
492,기흥인터내셔널 유한회사,METEOR,2022.0,2022-01-24,Winter,Jan
493,기아주식회사,스팅어,2018.0,2022-01-24,Winter,Jan
494,기아주식회사,쏘렌토 하이브리드,2021.0,2022-01-24,Winter,Jan
495,현대자동차(주),싼타페(SANTAFE),2019.0,2022-01-24,Winter,Jan
496,스텔란티스코리아주식회사,짚 체로키 2.4,2019.0,2022-01-24,Winter,Jan
497,현대자동차(주),스타리아 라운지 (STARIA LOUNGE),2022.0,2022-01-24,Winter,Jan
498,비엠더블유코리아(주),BMW 530i M Sport Package Plus,2019.0,2022-01-24,Winter,Jan
499,한불모터스(주),Peugeot 5008 GT 2.0 BlueHDi,2019.0,2022-01-24,Winter,Jan
500,지엠대우오토앤테크놀로지(주),CHEVROLET IMPALA 2.5,2016.0,2022-01-24,Winter,Jan
501,기아주식회사,K7,2016.0,2022-01-24,Winter,Jan
502,현대자동차(주),싼타페(SANTAFE),2016.0,2022-01-24,Winter,Jan
503,한국지엠(주),말리부 2.0 TURBO,2019.0,2022-01-24,Winter,Jan
504,한국지엠(주),알페온 3.0 DOHC,2014.0,2022-01-24,Winter,Jan
505,현대자동차(주),쏘나타(SONATA),2021.0,2022-01-24,Winter,Jan
506,테슬라코리아 유한회사,Model S,2020,2022-01-24,Winter,Jan
507,현대자동차(주),스타리아 라운지 (STARIA LOUNGE),2022.0,2022-01-24,Winter,Jan
508,현대자동차(주),싼타페(SANTAFE),2008.0,2022-01-24,Winter,Jan
509,현대자동차(주),그랜저(GRANDEUR),2017.0,2022-01-24,Winter,Jan
510,기아주식회사,쏘렌토,2021.0,2022-01-24,Winter,Jan
511,르노코리아자동차 주식회사,SM3,2010.0,2022-01-24,Winter,Jan
512,한국지엠(주),윈스톰2.0S디젤,2010.0,2022-01-24,Winter,Jan
513,한불모터스(주),Peugeot 2008 1.6 BlueHDi,2017.0,2022-01-25,Winter,Jan
514,현대자동차(주),에쿠스(EQUUS),2010.0,2022-01-25,Winter,Jan
515,현대자동차(주),G80,2021.0,2022-01-25,Winter,Jan
516,기아주식회사,K7,2017.0,2022-01-25,Winter,Jan
517,현대자동차(주),쏘나타 하이브리드(SONATA HYBRID),2017.0,2022-01-25,Winter,Jan
518,현대자동차(주),스타리아 (STARIA),2022.0,2022-01-25,Winter,Jan
519,기아주식회사,셀토스,2022.0,2022-01-25,Winter,Jan
520,메르세데스벤츠코리아(주),S560 4Matic L,2019.0,2022-01-25,Winter,Jan
521,(주)재규어랜드로버코리아,재규어 F-PACE 20d,2018.0,2022-01-25,Winter,Jan
522,기아주식회사,K5 하이브리드,2014.0,2022-01-25,Winter,Jan
523,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2016.0,2022-01-25,Winter,Jan
524,현대자동차(주),쏘나타(SONATA),2020.0,2022-01-25,Winter,Jan
525,기아주식회사,K3,2021.0,2022-01-25,Winter,Jan
526,현대자동차(주),스타리아 (STARIA),2022.0,2022-01-25,Winter,Jan
527,기아주식회사,쏘렌토,2021.0,2022-01-25,Winter,Jan
528,기아주식회사,포르테,2012.0,2022-01-25,Winter,Jan
529,기아주식회사,K7,2017.0,2022-01-25,Winter,Jan
530,기아주식회사,K5,2016.0,2022-01-25,Winter,Jan
531,(주)재규어랜드로버코리아,재규어 XE 20d,2017.0,2022-01-25,Winter,Jan
532,현대자동차(주),싼타페(SANTAFE),2013.0,2022-01-25,Winter,Jan
533,한국지엠(주),말리부 1.5 TURBO,2017.0,2022-01-25,Winter,Jan
534,비엠더블유코리아(주),BMW X6 M50d,2020,2022-01-25,Winter,Jan
535,비엠더블유코리아(주),BMW X6 xDrive30d,2020,2022-01-25,Winter,Jan
536,폭스바겐그룹코리아 주식회사,A6 40 TFSI,2018.0,2022-01-25,Winter,Jan
537,비엠더블유코리아(주),BMW X6 xDrive30d,2021,2022-01-25,Winter,Jan
538,비엠더블유코리아(주),BMW X6 M50i,2021,2022-01-25,Winter,Jan
539,비엠더블유코리아(주),BMW X6 xDrive40i,2021,2022-01-25,Winter,Jan
540,비엠더블유코리아(주),Rolls-Royce Ghost,2021,2022-01-25,Winter,Jan
541,비엠더블유코리아(주),Rolls-Royce Ghost Black Badge,2021,2022-01-25,Winter,Jan
542,비엠더블유코리아(주),BMW X6 xDrive40d,2020,2022-01-25,Winter,Jan
543,현대자동차(주),넥쏘 (NEXO) 수소전기차,2022.0,2022-01-25,Winter,Jan
544,기아주식회사,쏘렌토 하이브리드,2021.0,2022-01-25,Winter,Jan
545,폭스바겐그룹코리아 주식회사,Passat 2.0 TSI,2018.0,2022-01-25,Winter,Jan
546,지엠대우오토앤테크놀로지(주),CHEVROLET IMPALA 2.5,2016.0,2022-01-25,Winter,Jan
547,현대자동차(주),맥스크루즈 (MAXCRUZ),2014.0,2022-01-25,Winter,Jan
548,기아주식회사,그랜드 카니발,2011.0,2022-01-25,Winter,Jan
549,비엠더블유코리아(주),Rolls-Royce Ghost EWB,2021,2022-01-25,Winter,Jan
550,메르세데스벤츠코리아(주),GLA200 d,2017.0,2022-01-26,Winter,Jan
551,기아주식회사,스포티지,2022.0,2022-01-26,Winter,Jan
552,르노코리아자동차 주식회사,SM6,2017.0,2022-01-26,Winter,Jan
553,(주)코리아센터닷컴,익스플로러(EXPLORER)캠핑트레일러,2018.0,2022-01-26,Winter,Jan
554,기아주식회사,K7,2016.0,2022-01-26,Winter,Jan
555,비엠더블유코리아(주),BMW 530i,2017.0,2022-01-26,Winter,Jan
556,폭스바겐그룹코리아 주식회사,Passat 2.0 TSI,2018.0,2022-01-26,Winter,Jan
557,비엠더블유코리아(주),BMW X2 xDrive20i,2021,2022-01-26,Winter,Jan
558,현대자동차(주),아이오닉5 (IONIQ5),2022.0,2022-01-26,Winter,Jan
559,현대자동차(주),그랜저(GRANDEUR),2016.0,2022-01-26,Winter,Jan
560,한국지엠(주),스파크 EV,2015.0,2022-01-26,Winter,Jan
561,기아주식회사,쏘렌토,2019.0,2022-01-26,Winter,Jan
562,현대자동차(주),싼타페(SANTAFE),2015.0,2022-01-26,Winter,Jan
563,지엠대우오토앤테크놀로지(주),CHEVROLET IMPALA 2.5,2016.0,2022-01-26,Winter,Jan
564,폭스바겐그룹코리아 주식회사,Jetta 2.0 TDI BMT Premium,2015.0,2022-01-26,Winter,Jan
565,폭스바겐그룹코리아 주식회사,Golf 1.4 TSI,2016.0,2022-01-26,Winter,Jan
566,현대자동차(주),맥스크루즈 (MAXCRUZ),2015.0,2022-01-26,Winter,Jan
567,현대자동차(주),싼타페(SANTAFE),2014.0,2022-01-26,Winter,Jan
568,현대자동차(주),싼타페(SANTAFE),2014.0,2022-01-26,Winter,Jan
569,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2018.0,2022-01-26,Winter,Jan
570,기아주식회사,그랜드 카니발,2008.0,2022-01-26,Winter,Jan
571,디앤에이모터스 주식회사,VF100P,2022.0,2022-01-26,Winter,Jan
572,현대자동차(주),그랜저(GRANDEUR),2012.0,2022-01-26,Winter,Jan
573,현대자동차(주),맥스크루즈 (MAXCRUZ),2017.0,2022-01-27,Winter,Jan
574,현대자동차(주),투싼(TUCSON),2016.0,2022-01-27,Winter,Jan
575,한국토요타자동차(주),렉서스 RX450h,2018.0,2022-01-27,Winter,Jan
576,한국토요타자동차(주),렉서스 RX450h,2017.0,2022-01-27,Winter,Jan
577,현대자동차(주),GV70,2021.0,2022-01-27,Winter,Jan
578,비엠더블유코리아(주),BMW 530e iPerformance M Sport Package,2020.0,2022-01-27,Winter,Jan
579,기아주식회사,K7,2016.0,2022-01-27,Winter,Jan
580,폭스바겐그룹코리아 주식회사,Q3 2.0 TDI quattro,2014.0,2022-01-27,Winter,Jan
581,비엠더블유코리아(주),BMW 520d,2013.0,2022-01-27,Winter,Jan
582,현대자동차(주),맥스크루즈 (MAXCRUZ),2016.0,2022-01-27,Winter,Jan
583,현대자동차(주),맥스크루즈 (MAXCRUZ),2014.0,2022-01-27,Winter,Jan
584,한국닛산(주),INFINITI Q30,2018.0,2022-01-27,Winter,Jan
585,현대자동차(주),쏘나타 하이브리드 (SONATA HYBRID),2020.0,2022-01-27,Winter,Jan
586,한국토요타자동차(주),렉서스 NX300h,2016.0,2022-01-27,Winter,Jan
587,현대자동차(주),스타리아 (STARIA),2022.0,2022-01-27,Winter,Jan
588,폭스바겐그룹코리아 주식회사,A6 45 TDI quattro,2021.0,2022-01-27,Winter,Jan
589,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2017.0,2022-01-27,Winter,Jan
