,제작사,차명,모델년도,리콜개시일,계절,월별
7991,현대자동차(주),아반떼(AVANTE),2021.0,2022-11-10,Autumn,Nov
7992,기아주식회사,K7,2016.0,2022-11-10,Autumn,Nov
7993,기아주식회사,K7,2016.0,2022-11-10,Autumn,Nov
7994,포드세일즈서비스코리아(유),익스플로러,2015.0,2022-11-10,Autumn,Nov
7995,(주)재규어랜드로버코리아,디스커버리4 3.0D,2016.0,2022-11-10,Autumn,Nov
7996,현대자동차(주),스타리아 라운지 (STARIA LOUNGE),2022.0,2022-11-10,Autumn,Nov
7997,비엠더블유코리아(주),BMW X5 xDrive30d,2022.0,2022-11-10,Autumn,Nov
7998,폭스바겐그룹코리아 주식회사,A7 50 TDI quattro,2016.0,2022-11-10,Autumn,Nov
7999,비엠더블유코리아(주),BMW Gran Turismo EfficientDynamics Edition,2014.0,2022-11-10,Autumn,Nov
8000,쌍용자동차(주),티볼리 에어,2017.0,2022-11-10,Autumn,Nov
8001,메르세데스벤츠코리아(주),E220 d,2019.0,2022-11-10,Autumn,Nov
8002,기아주식회사,니로 EV,2019.0,2022-11-10,Autumn,Nov
8003,(주)재규어랜드로버코리아,디스커버리 TD6,2018.0,2022-11-10,Autumn,Nov
8004,현대자동차(주),아반떼 (AVANTE),2013.0,2022-11-10,Autumn,Nov
8005,기아주식회사,쏘렌토R (XM 페이스리프트),2014,2022-11-10,Autumn,Nov
8006,포드세일즈서비스코리아(유),"2020-2022 Explorer PHEV, FHEV",2022,2022-11-10,Autumn,Nov
8007,(주)재규어랜드로버코리아,재규어 F-PACE 20d,2018.0,2022-11-10,Autumn,Nov
8008,현대자동차(주),제네시스(GENESIS),2016.0,2022-11-10,Autumn,Nov
8009,기아주식회사,EV6,2022.0,2022-11-10,Autumn,Nov
8010,한불모터스(주),Peugeot 2008 1.6 BlueHDi,2016.0,2022-11-10,Autumn,Nov
8011,포드세일즈서비스코리아(유),2020-2022 Aviator,2022,2022-11-10,Autumn,Nov
8012,비바모빌리티 주식회사,비바,2022.0,2022-11-10,Autumn,Nov
8013,포드세일즈서비스코리아(유),2020-2022 Aviator PHEV,2022,2022-11-10,Autumn,Nov
8014,기아주식회사,스포티지,2022.0,2022-11-10,Autumn,Nov
8015,다임러트럭코리아(주),Actros,2017.0,2022-11-10,Autumn,Nov
8016,한국지엠(주),말리부 2.0 DOHC,2013.0,2022-11-11,Autumn,Nov
8017,현대자동차(주),아반떼(AVANTE),2021.0,2022-11-11,Autumn,Nov
8018,기아주식회사,K7,2016.0,2022-11-11,Autumn,Nov
8019,기아주식회사,K7,2016.0,2022-11-11,Autumn,Nov
8020,지엠대우오토앤테크놀로지(주),CHEVROLET BOLT EV,2018.0,2022-11-11,Autumn,Nov
8021,테슬라코리아 유한회사,Model 3 Long Range,2021.0,2022-11-11,Autumn,Nov
8022,(주)재규어랜드로버코리아,디스커버리 TD6,2019.0,2022-11-11,Autumn,Nov
8023,현대자동차(주),제네시스(GENESIS),2014.0,2022-11-11,Autumn,Nov
8024,현대자동차(주),포터Ⅱ 일렉트릭 (PORTERⅡ ELECTRIC),2022.0,2022-11-11,Autumn,Nov
8025,한불모터스(주),Peugeot 5008 1.6 BlueHDi,2018.0,2022-11-11,Autumn,Nov
8026,다임러트럭코리아(주),Actros,2017.0,2022-11-11,Autumn,Nov
8027,(주)재규어랜드로버코리아,재규어 F-PACE 20d,2017.0,2022-11-11,Autumn,Nov
8028,(주)재규어랜드로버코리아,재규어 XF 20d,2017.0,2022-11-11,Autumn,Nov
8029,기아주식회사,쏘렌토,2018.0,2022-11-11,Autumn,Nov
8030,스텔란티스코리아주식회사,짚 체로키 2.4,2019.0,2022-11-11,Autumn,Nov
8031,메르세데스벤츠코리아(주),C200 CGI,2013.0,2022-11-11,Autumn,Nov
8032,기아주식회사,스팅어,2018.0,2022-11-11,Autumn,Nov
8033,현대자동차(주),포터Ⅱ 일렉트릭 (PORTERⅡ ELECTRIC),2022.0,2022-11-11,Autumn,Nov
8034,유한회사 모토로싸,HYP939,2018,2022-11-11,Autumn,Nov
8035,현대자동차(주),제네시스(GENESIS),2015.0,2022-11-11,Autumn,Nov
8036,현대자동차(주),아반떼(AVANTE),2021.0,2022-11-11,Autumn,Nov
8037,포드세일즈서비스코리아(유),Explorer 2.3,2021.0,2022-11-11,Autumn,Nov
8038,(주)재규어랜드로버코리아,디스커버리 SD4,2017.0,2022-11-14,Autumn,Nov
8039,르노코리아자동차 주식회사,QM3,2016.0,2022-11-14,Autumn,Nov
8040,한국지엠(주),올란도 2.0 LPG,2014.0,2022-11-14,Autumn,Nov
8041,(주)재규어랜드로버코리아,디스커버리 TD6,2018.0,2022-11-14,Autumn,Nov
8042,현대자동차(주),싼타페(SANTAFE),2016.0,2022-11-14,Autumn,Nov
8043,르노코리아자동차 주식회사,QM6,2017.0,2022-11-14,Autumn,Nov
8044,비엠더블유코리아(주),BMW X5 xDrive40i,2022.0,2022-11-14,Autumn,Nov
8045,현대자동차(주),아반떼(AVANTE),2011.0,2022-11-14,Autumn,Nov
8046,폭스바겐그룹코리아 주식회사,Q5 45 TFSI quattro,2020.0,2022-11-14,Autumn,Nov
8047,한국지엠(주),스파크 1.0,2016.0,2022-11-14,Autumn,Nov
8048,(주)한중특장,한중23.7톤상승윙바디,2017.0,2022-11-14,Autumn,Nov
8049,비엠더블유코리아(주),BMW X7 xDrive40i,2022.0,2022-11-14,Autumn,Nov
8050,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),2019.0,2022-11-14,Autumn,Nov
8051,기아주식회사,쏘렌토,2015.0,2022-11-14,Autumn,Nov
8052,(주)볼보자동차코리아,XC90,2022,2022-11-14,Autumn,Nov
8053,(주)볼보자동차코리아,S90,2022,2022-11-14,Autumn,Nov
8054,화창상사(주),FTR 1200 S,2019,2022-11-14,Autumn,Nov
8055,화창상사(주),FTR 1200,2019,2022-11-14,Autumn,Nov
8056,화창상사(주),FTR 1200 S,2019,2022-11-14,Autumn,Nov
8057,화창상사(주),FTR R CARBON,2022,2022-11-14,Autumn,Nov
8058,(주)볼보자동차코리아,XC60,2022,2022-11-14,Autumn,Nov
8059,(주)한중특장,한중8.5톤카고,2022.0,2022-11-15,Autumn,Nov
8060,기아주식회사,카니발 리무진,2021.0,2022-11-15,Autumn,Nov
8061,기아주식회사,스포티지 하이브리드,2023.0,2022-11-15,Autumn,Nov
8062,현대자동차(주),맥스크루즈 (MAXCRUZ),2015.0,2022-11-16,Autumn,Nov
8063,현대자동차(주),제네시스(GENESIS),2016.0,2022-11-16,Autumn,Nov
8064,폴스타오토모티브코리아 유한회사,Polestar 2 Long Range Single Motor,2022.0,2022-11-16,Autumn,Nov
8065,(주)재규어랜드로버코리아,레인지로버 이보크 2.0D,2018.0,2022-11-16,Autumn,Nov
8066,포드세일즈서비스코리아(유),Explorer 2.3L,2022.0,2022-11-16,Autumn,Nov
8067,(주)재규어랜드로버코리아,디스커버리 TD6,2018.0,2022-11-16,Autumn,Nov
8068,현대자동차(주),그랜저(GRANDEUR),2012.0,2022-11-16,Autumn,Nov
8069,쌍용자동차(주),토레스,2023.0,2022-11-16,Autumn,Nov
8070,(주)볼보자동차코리아,볼보 XC90T8 AWD,2022.0,2022-11-16,Autumn,Nov
8071,현대자동차(주),아반떼 N 라인(AVANTE N Line),2021.0,2022-11-16,Autumn,Nov
8072,현대자동차(주),아반떼(AVANTE),2021.0,2022-11-16,Autumn,Nov
8073,현대자동차(주),아반떼(AVANTE),2021.0,2022-11-16,Autumn,Nov
8074,현대자동차(주),그랜저(GRANDEUR),2012.0,2022-11-16,Autumn,Nov
8075,(주)한국쓰리축,한국쓰리축7.5톤트럭,2020.0,2022-11-16,Autumn,Nov
8076,한불모터스(주),Peugeot 5008 1.6 BlueHDi,2019.0,2022-11-16,Autumn,Nov
8077,현대자동차(주),그랜저(GRANDEUR),2018.0,2022-11-16,Autumn,Nov
8078,현대자동차(주),아반떼 Hybrid(AVANTE Hybrid),2021.0,2022-11-16,Autumn,Nov
8079,현대자동차(주),쏘나타(SONATA),2019.0,2022-11-16,Autumn,Nov
8080,현대자동차(주),아반떼(AVANTE),2016.0,2022-11-16,Autumn,Nov
8081,한국지엠(주),말리부 2.0 DOHC,2012.0,2022-11-16,Autumn,Nov
8082,현대자동차(주),그랜저(GRANDEUR),2015.0,2022-11-16,Autumn,Nov
8083,르노코리아자동차 주식회사,QM3,2015.0,2022-11-16,Autumn,Nov
8084,현대자동차(주),아반떼(AVANTE),2021.0,2022-11-16,Autumn,Nov
8085,비엠더블유코리아(주),BMW X6 xDrive30d,2013.0,2022-11-16,Autumn,Nov
8086,현대자동차(주),아반떼(AVANTE),2022.0,2022-11-16,Autumn,Nov
8087,현대자동차(주),제네시스(GENESIS),2016.0,2022-11-17,Autumn,Nov
8088,혼다코리아(주),ACCORD HYBRID,2020.0,2022-11-17,Autumn,Nov
8089,현대자동차(주),베라크루즈(VERACRUZ),2015.0,2022-11-17,Autumn,Nov
8090,(주)재규어랜드로버코리아,레인지로버 4.4D,2016.0,2022-11-17,Autumn,Nov
8091,현대자동차(주),아반떼(AVANTE),2021.0,2022-11-17,Autumn,Nov
8092,한국지엠(주),올란도 2.0 LPG,2012.0,2022-11-17,Autumn,Nov
8093,한국지엠(주),트레일블레이저 1.35 TURBO AWD,2021.0,2022-11-17,Autumn,Nov
8094,한불모터스(주),DS3 CROSSBACK E-TENSE,2021.0,2022-11-17,Autumn,Nov
8095,스텔란티스코리아주식회사,짚 그랜드 체로키 L,2021.0,2022-11-17,Autumn,Nov
8096,혼다코리아(주),ODYSSEY,2019.0,2022-11-17,Autumn,Nov
8097,현대자동차(주),넥쏘 (NEXO) 수소전기차,2022.0,2022-11-17,Autumn,Nov
8098,현대자동차(주),아반떼(AVANTE),2016.0,2022-11-17,Autumn,Nov
8099,폭스바겐그룹코리아 주식회사,Golf 2.0 TDI BMT,2016.0,2022-11-17,Autumn,Nov
8100,혼다코리아(주),ODYSSEY,2022.0,2022-11-17,Autumn,Nov
8101,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-11-17,Autumn,Nov
8102,현대자동차(주),아반떼(AVANTE),2021.0,2022-11-17,Autumn,Nov
8103,현대자동차(주),그랜저(GRANDEUR),2015.0,2022-11-17,Autumn,Nov
8104,현대자동차(주),아반떼(AVANTE),2021.0,2022-11-17,Autumn,Nov
8105,르노코리아자동차 주식회사,QM6,2023.0,2022-11-17,Autumn,Nov
8106,스텔란티스코리아주식회사,짚 레니게이드,2015.0,2022-11-17,Autumn,Nov
8107,현대자동차(주),코나 하이브리드(KONA HYBRID),2021.0,2022-11-17,Autumn,Nov
8108,현대자동차(주),제네시스(GENESIS),2016.0,2022-11-17,Autumn,Nov
8109,비엠더블유코리아(주),BMW X7 xDrive40i,2022.0,2022-11-17,Autumn,Nov
8110,메르세데스벤츠코리아(주),Mercedes-Benz GLB220,2021.0,2022-11-17,Autumn,Nov
8111,현대자동차(주),넥쏘 (NEXO) 수소전기차,2022.0,2022-11-17,Autumn,Nov
8112,현대자동차(주),아반떼 Hybrid(AVANTE Hybrid),2021.0,2022-11-18,Autumn,Nov
8113,현대자동차(주),아반떼(AVANTE),2021.0,2022-11-18,Autumn,Nov
8114,(주)볼보자동차코리아,볼보 XC90D5 AWD,2017.0,2022-11-18,Autumn,Nov
8115,현대자동차(주),마이티,2023.0,2022-11-18,Autumn,Nov
8116,기아주식회사,쏘렌토 하이브리드,2021.0,2022-11-18,Autumn,Nov
8117,기아주식회사,쏘렌토 하이브리드,2021.0,2022-11-18,Autumn,Nov
8118,지엠대우오토앤테크놀로지(주),CHEVROLET BOLT EUV,2022.0,2022-11-18,Autumn,Nov
8119,비엠더블유코리아(주),BMW 520d xDrive,2017.0,2022-11-18,Autumn,Nov
8120,폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI,2018.0,2022-11-18,Autumn,Nov
8121,현대자동차(주),아반떼(AVANTE),2021.0,2022-11-18,Autumn,Nov
8122,기아주식회사,쏘렌토 하이브리드,2021.0,2022-11-18,Autumn,Nov
8123,한국지엠(주),올란도 2.0 LPG,2014.0,2022-11-18,Autumn,Nov
8124,현대자동차(주),그랜저(GRANDEUR),2013.0,2022-11-18,Autumn,Nov
8125,현대자동차(주),아반떼(AVANTE),2019.0,2022-11-18,Autumn,Nov
8126,현대자동차(주),아반떼(AVANTE),2021.0,2022-11-18,Autumn,Nov
8127,르노코리아자동차 주식회사,QM3,2016.0,2022-11-18,Autumn,Nov
8128,르노코리아자동차 주식회사,QM3,2016.0,2022-11-18,Autumn,Nov
8129,르노코리아자동차 주식회사,QM3,2016.0,2022-11-18,Autumn,Nov
8130,르노코리아자동차 주식회사,QM3,2016.0,2022-11-18,Autumn,Nov
8131,지엠대우오토앤테크놀로지(주),CHEVROLET BOLT EUV,2022.0,2022-11-18,Autumn,Nov
8132,다임러트럭코리아(주),Actros,2017.0,2022-11-18,Autumn,Nov
8133,한국지엠(주),올란도 2.0 LPG,2012.0,2022-11-18,Autumn,Nov
8134,현대자동차(주),싼타페(SANTAFE),2015.0,2022-11-18,Autumn,Nov
8135,폭스바겐그룹코리아 주식회사,Arteon 2.0TDI,2022.0,2022-11-18,Autumn,Nov
8136,현대자동차(주),그랜저(GRANDEUR),2017.0,2022-11-18,Autumn,Nov
8137,(주)재규어랜드로버코리아,재규어 XF 20d,2017.0,2022-11-18,Autumn,Nov
8138,비엠더블유코리아(주),BMW i4 eDrive40,2022,2022-11-18,Autumn,Nov
8139,비엠더블유코리아(주),BMW i4 M50,2022,2022-11-18,Autumn,Nov
8140,비엠더블유코리아(주),BMW i7 xDrive60,2022,2022-11-18,Autumn,Nov
8141,비엠더블유코리아(주),BMW iX M60,2022,2022-11-18,Autumn,Nov
8142,비엠더블유코리아(주),BMW iX xDrive50,2022,2022-11-18,Autumn,Nov
8143,비엠더블유코리아(주),BMW 218d Active Tourer,2022,2022-11-18,Autumn,Nov
8144,비엠더블유코리아(주),MINI Cooper,2018.0,2022-11-18,Autumn,Nov
8145,폭스바겐그룹코리아 주식회사,e-tron 55 quattro,2022,2022-11-18,Autumn,Nov
8146,폭스바겐그룹코리아 주식회사,e-tron S qu.,2022,2022-11-18,Autumn,Nov
8147,폭스바겐그룹코리아 주식회사,e-tron Sportback 55 qu.,2022,2022-11-18,Autumn,Nov
8148,폭스바겐그룹코리아 주식회사,e-tron S qu.,2022,2022-11-18,Autumn,Nov
8149,포르쉐코리아 주식회사,911,2022,2022-11-18,Autumn,Nov
8150,폭스바겐그룹코리아 주식회사,A6 45 TFSI quattro,2021.0,2022-11-18,Autumn,Nov
8151,현대자동차(주),그랜저(GRANDEUR),2017.0,2022-11-18,Autumn,Nov
8152,테슬라코리아 유한회사,Model 3,2022,2022-11-18,Autumn,Nov
8153,현대자동차(주),그랜저(GRANDEUR),2017.0,2022-11-18,Autumn,Nov
8154,스텔란티스코리아주식회사,짚 랭글러 루비콘,2020.0,2022-11-18,Autumn,Nov
8155,한불모터스(주),Peugeot 3008 1.5 BlueHDi,2019.0,2022-11-18,Autumn,Nov
8156,기아주식회사,K5,2023.0,2022-11-18,Autumn,Nov
8157,한국지엠(주),올란도 2.0 LPG,2015.0,2022-11-18,Autumn,Nov
8158,기아주식회사,쏘렌토,2022.0,2022-11-18,Autumn,Nov
8159,한국지엠(주),올란도 2.0 LPG,2014.0,2022-11-18,Autumn,Nov
8160,(주)재규어랜드로버코리아,재규어 XE 2.0D,2016.0,2022-11-18,Autumn,Nov
8161,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2018.0,2022-11-18,Autumn,Nov
8162,현대자동차(주),G80,2021.0,2022-11-18,Autumn,Nov
8163,한국지엠(주),말리부 2.0 TURBO,2017.0,2022-11-18,Autumn,Nov
8164,(주)재규어랜드로버코리아,재규어 XE 2.0D,2016.0,2022-11-18,Autumn,Nov
8165,르노코리아자동차 주식회사,QM6,2021.0,2022-11-18,Autumn,Nov
8166,주식회사 이비온,E6,2022.0,2022-11-21,Autumn,Nov
8167,한국지엠(주),올란도 2.0 LPG,2016.0,2022-11-21,Autumn,Nov
8168,한국지엠(주),올란도 2.0 LPG,2014.0,2022-11-21,Autumn,Nov
8169,한국지엠(주),올란도 2.0 LPG,2012.0,2022-11-21,Autumn,Nov
8170,메르세데스벤츠코리아(주),E220 d 4Matic,2017.0,2022-11-21,Autumn,Nov
8171,한국지엠(주),올란도 2.0 LPG,2016.0,2022-11-21,Autumn,Nov
8172,한국지엠(주),올란도 2.0 LPG,2012.0,2022-11-21,Autumn,Nov
8173,한국닛산(주),ALTIMA 2.5,2017.0,2022-11-21,Autumn,Nov
8174,현대자동차(주),아반떼(AVANTE),2021.0,2022-11-21,Autumn,Nov
8175,현대자동차(주),그랜저(GRANDEUR),2018.0,2022-11-21,Autumn,Nov
8176,현대자동차(주),싼타페(SANTAFE),2013.0,2022-11-21,Autumn,Nov
8177,현대자동차(주),그랜저(GRANDEUR),2016.0,2022-11-21,Autumn,Nov
8178,현대자동차(주),스타리아 라운지 (STARIA LOUNGE),2022.0,2022-11-21,Autumn,Nov
8179,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2018.0,2022-11-21,Autumn,Nov
8180,한국지엠(주),올란도 2.0 LPG,2013.0,2022-11-21,Autumn,Nov
8181,한국지엠(주),올란도 2.0 LPG,2013.0,2022-11-21,Autumn,Nov
8182,(주)재규어랜드로버코리아,디스커버리 TD6,2019.0,2022-11-21,Autumn,Nov
8183,한국지엠(주),올란도 2.0 LPG,2015.0,2022-11-21,Autumn,Nov
8184,한국지엠(주),올란도 2.0 LPG,2012.0,2022-11-21,Autumn,Nov
8185,한국지엠(주),올란도 2.0 LPG,2017.0,2022-11-21,Autumn,Nov
8186,한국지엠(주),올란도 2.0 LPG,2013.0,2022-11-21,Autumn,Nov
8187,현대자동차(주),아반떼 (AVANTE),2013.0,2022-11-21,Autumn,Nov
8188,한국지엠(주),올란도 2.0 LPG,2012.0,2022-11-21,Autumn,Nov
8189,한국지엠(주),올란도 2.0 LPG,2013.0,2022-11-21,Autumn,Nov
8190,한국지엠(주),올란도 2.0 LPG,2015.0,2022-11-21,Autumn,Nov
8191,한국지엠(주),올란도 2.0 LPG,2015.0,2022-11-21,Autumn,Nov
8192,한국지엠(주),올란도 2.0 LPG,2012.0,2022-11-21,Autumn,Nov
8193,기아주식회사,셀토스,2023.0,2022-11-21,Autumn,Nov
8194,폭스바겐그룹코리아 주식회사,Golf 2.0 TDI BMT,2014.0,2022-11-21,Autumn,Nov
8195,한국지엠(주),올란도 2.0 LPG,2015.0,2022-11-21,Autumn,Nov
8196,한국지엠(주),올란도 2.0 LPG,2012.0,2022-11-21,Autumn,Nov
8197,현대자동차(주),그랜저(GRANDEUR),2016.0,2022-11-21,Autumn,Nov
8198,다임러트럭코리아(주),Actros,2017.0,2022-11-21,Autumn,Nov
8199,현대자동차(주),아반떼(AVANTE),2021.0,2022-11-21,Autumn,Nov
8200,현대자동차(주),싼타페(SANTAFE),2015.0,2022-11-21,Autumn,Nov
8201,기아주식회사,스포티지 하이브리드,2022.0,2022-11-21,Autumn,Nov
8202,현대자동차(주),그랜저(GRANDEUR),2018.0,2022-11-21,Autumn,Nov
8203,현대자동차(주),아반떼(AVANTE),2021.0,2022-11-21,Autumn,Nov
8204,현대자동차(주),그랜저(GRANDEUR),2012.0,2022-11-21,Autumn,Nov
8205,포드세일즈서비스코리아(유),Explorer 2.3,2020.0,2022-11-21,Autumn,Nov
8206,주식회사 이비온,E6,2022.0,2022-11-21,Autumn,Nov
8207,기아주식회사,K5,2013.0,2022-11-21,Autumn,Nov
8208,현대자동차(주),아반떼(AVANTE),2021.0,2022-11-21,Autumn,Nov
8209,기아주식회사,K8,2022.0,2022-11-21,Autumn,Nov
8210,한국지엠(주),올란도 2.0 LPG,2015.0,2022-11-21,Autumn,Nov
8211,현대자동차(주),G80,2017.0,2022-11-21,Autumn,Nov
8212,포드세일즈서비스코리아(유),익스플로러,2013.0,2022-11-21,Autumn,Nov
8213,한국지엠(주),올란도 2.0 LPG,2016.0,2022-11-21,Autumn,Nov
8214,현대자동차(주),아반떼(AVANTE),2016.0,2022-11-21,Autumn,Nov
8215,한국지엠(주),올란도 2.0 LPG,2015.0,2022-11-21,Autumn,Nov
8216,한국지엠(주),올란도 2.0 LPG,2013.0,2022-11-21,Autumn,Nov
8217,한국지엠(주),올란도 2.0 LPG,2015.0,2022-11-21,Autumn,Nov
8218,한국지엠(주),올란도 2.0 LPG,2017.0,2022-11-21,Autumn,Nov
8219,한국지엠(주),올란도 2.0 LPG,2012.0,2022-11-21,Autumn,Nov
8220,한국지엠(주),올란도 2.0 LPG,2012.0,2022-11-21,Autumn,Nov
8221,한국지엠(주),올란도 2.0 LPG,2012.0,2022-11-21,Autumn,Nov
8222,한국지엠(주),올란도 2.0 LPG,2015.0,2022-11-21,Autumn,Nov
8223,한국지엠(주),올란도 2.0 LPG,2018.0,2022-11-21,Autumn,Nov
8224,한국지엠(주),올란도 2.0 LPG,2013.0,2022-11-21,Autumn,Nov
8225,한국지엠(주),올란도 2.0 LPG,2012.0,2022-11-21,Autumn,Nov
8226,한국지엠(주),올란도 2.0 LPG,2016.0,2022-11-21,Autumn,Nov
8227,한국지엠(주),올란도 2.0 LPG,2014.0,2022-11-21,Autumn,Nov
8228,한국지엠(주),올란도 2.0 LPG,2014.0,2022-11-21,Autumn,Nov
8229,한국지엠(주),올란도 2.0 LPG,2018.0,2022-11-21,Autumn,Nov
8230,한국지엠(주),올란도 2.0 LPG,2015.0,2022-11-21,Autumn,Nov
8231,현대자동차(주),그랜저(GRANDEUR),2018.0,2022-11-21,Autumn,Nov
8232,한국지엠(주),올란도 2.0 LPG,2016.0,2022-11-21,Autumn,Nov
8233,다임러트럭코리아(주),Actros,2015.0,2022-11-21,Autumn,Nov
8234,르노코리아자동차 주식회사,QM3,2014.0,2022-11-21,Autumn,Nov
8235,한국지엠(주),올란도 2.0 LPG,2017.0,2022-11-21,Autumn,Nov
8236,한국지엠(주),올란도 2.0 LPG,2014.0,2022-11-21,Autumn,Nov
8237,한국지엠(주),올란도 2.0 LPG,2012.0,2022-11-21,Autumn,Nov
8238,한불모터스(주),Peugeot 5008 1.5 BlueHDi,2019.0,2022-11-21,Autumn,Nov
8239,현대자동차(주),제네시스(GENESIS),2016.0,2022-11-22,Autumn,Nov
8240,한국지엠(주),올란도 2.0 LPG,2012.0,2022-11-22,Autumn,Nov
8241,한국지엠(주),올란도 2.0 LPG,2013.0,2022-11-22,Autumn,Nov
8242,한국지엠(주),올란도 2.0 LPG,2015.0,2022-11-22,Autumn,Nov
8243,한국지엠(주),말리부 2.0 DOHC,2014.0,2022-11-22,Autumn,Nov
8244,한국지엠(주),올란도 2.0 LPG,2015.0,2022-11-22,Autumn,Nov
8245,비엠더블유코리아(주),BMW 530i xDrive,2018.0,2022-11-22,Autumn,Nov
8246,기아주식회사,니로 하이브리드,2020.0,2022-11-22,Autumn,Nov
8247,한국지엠(주),올란도 2.0 LPG,2014.0,2022-11-22,Autumn,Nov
8248,한국지엠(주),올란도 2.0 LPG,2014.0,2022-11-22,Autumn,Nov
8249,비엠더블유코리아(주),BMW 520d,2017.0,2022-11-22,Autumn,Nov
8250,현대자동차(주),넥쏘 (NEXO) 수소전기차,2023.0,2022-11-22,Autumn,Nov
8251,혼다코리아(주),CBF300NA,2020.0,2022-11-22,Autumn,Nov
8252,비엠더블유코리아(주),BMW X6 xDrive40i,2022.0,2022-11-22,Autumn,Nov
8253,한국지엠(주),올란도 2.0 LPG,2014.0,2022-11-22,Autumn,Nov
8254,(주)한중특장,한중23.7톤상승윙바디,2017.0,2022-11-22,Autumn,Nov
8255,기아주식회사,스포티지 하이브리드,2022.0,2022-11-22,Autumn,Nov
8256,르노코리아자동차 주식회사,QM6,2019.0,2022-11-22,Autumn,Nov
8257,스텔란티스코리아주식회사,짚그랜드체로키,2014.0,2022-11-22,Autumn,Nov
8258,한국지엠(주),올란도 2.0 LPG,2017.0,2022-11-22,Autumn,Nov
8259,르노코리아자동차 주식회사,QM6,2018.0,2022-11-22,Autumn,Nov
8260,현대자동차(주),아반떼(AVANTE),2021.0,2022-11-22,Autumn,Nov
8261,(주)재규어랜드로버코리아,디스커버리 SD4,2018.0,2022-11-22,Autumn,Nov
8262,한국지엠(주),올란도 2.0 LPG,2016.0,2022-11-22,Autumn,Nov
8263,한국지엠(주),올란도 2.0 LPG,2014.0,2022-11-22,Autumn,Nov
8264,한국지엠(주),올란도 2.0 LPG,2016.0,2022-11-22,Autumn,Nov
8265,한국지엠(주),올란도 2.0 LPG,2013.0,2022-11-22,Autumn,Nov
8266,현대자동차(주),쏘나타(SONATA) 하이브리드,2014.0,2022-11-22,Autumn,Nov
8267,한국지엠(주),올란도 2.0 LPG,2012.0,2022-11-22,Autumn,Nov
8268,한국지엠(주),올란도 2.0 LPG,2015.0,2022-11-22,Autumn,Nov
8269,한국지엠(주),올란도 2.0 LPG,2014.0,2022-11-22,Autumn,Nov
8270,한국지엠(주),올란도 2.0 LPG,2012.0,2022-11-22,Autumn,Nov
8271,한국지엠(주),올란도 2.0 LPG,2014.0,2022-11-22,Autumn,Nov
8272,한국지엠(주),올란도 2.0 LPG,2013.0,2022-11-22,Autumn,Nov
8273,한국지엠(주),올란도 2.0 LPG,2014.0,2022-11-22,Autumn,Nov
8274,한국지엠(주),올란도 2.0 LPG,2012.0,2022-11-22,Autumn,Nov
8275,현대자동차(주),그랜저(GRANDEUR),2011.0,2022-11-22,Autumn,Nov
8276,메르세데스벤츠코리아(주),Mercedes-Benz E350 4MATIC,2022.0,2022-11-22,Autumn,Nov
8277,한국지엠(주),올란도 2.0 LPG,2015.0,2022-11-22,Autumn,Nov
8278,한국지엠(주),올란도 2.0 LPG,2012.0,2022-11-22,Autumn,Nov
8279,현대자동차(주),엑센트 (ACCENT),2016.0,2022-11-22,Autumn,Nov
8280,르노코리아자동차 주식회사,SM6,2016.0,2022-11-22,Autumn,Nov
8281,한국지엠(주),올란도 2.0 LPG,2013.0,2022-11-22,Autumn,Nov
8282,현대자동차(주),아반떼(AVANTE),2021.0,2022-11-22,Autumn,Nov
8283,한국지엠(주),올란도 2.0 LPG,2015.0,2022-11-22,Autumn,Nov
8284,한국지엠(주),올란도 2.0 LPG,2015.0,2022-11-22,Autumn,Nov
8285,현대자동차(주),쏘나타 (SONATA),2011.0,2022-11-22,Autumn,Nov
8286,한국지엠(주),올란도 2.0 LPG,2012.0,2022-11-22,Autumn,Nov
8287,메르세데스벤츠코리아(주),Mercedes-Benz A220 Sedan,2021.0,2022-11-23,Autumn,Nov
8288,기아주식회사,쏘렌토,2018.0,2022-11-23,Autumn,Nov
8289,메르세데스벤츠코리아(주),벤츠 A220,2019.0,2022-11-23,Autumn,Nov
8290,한국지엠(주),올란도 2.0 LPG,2012.0,2022-11-23,Autumn,Nov
8291,현대자동차(주),제네시스(GENESIS),2016.0,2022-11-23,Autumn,Nov
8292,한국지엠(주),올란도 2.0 LPG,2016.0,2022-11-23,Autumn,Nov
8293,현대자동차(주),아반떼 하이브리드(AVANTE HYBRID),2010.0,2022-11-23,Autumn,Nov
8294,현대자동차(주),아이오닉6 (IONIQ6),2023.0,2022-11-23,Autumn,Nov
8295,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021.0,2022-11-23,Autumn,Nov
8296,현대자동차(주),GV70,2023.0,2022-11-23,Autumn,Nov
8297,메르세데스벤츠코리아(주),벤츠 A220,2019.0,2022-11-23,Autumn,Nov
8298,현대자동차(주),아반떼(AVANTE),2021.0,2022-11-23,Autumn,Nov
8299,현대자동차(주),그랜저(GRANDEUR),2017.0,2022-11-23,Autumn,Nov
